state,district,crop_type,season,irrigation_type,soil_type,land_size_acres,land_size_hectares,recommended_dose_kg_per_acre,max_allowed_qty_kg,past_fertilizer_usage_kg,expected_yield_kg,yield_per_ha_kg
Andhra Pradesh,AndhraDist4,Groundnut,Zaid,Canal,Sandy,1.56,0.631,25,40.77,29.29,1036.6,1600
Haryana,HaryanaDist159,Wheat,Rabi,Rainfed,Loam,2.17,0.878,45,95.63,105.43,3310.79,3500
Assam,AssamDist10,Paddy,Kharif,Borewell,Clay,3.65,1.477,50,187.66,127.49,5384.43,4000
Haryana,HaryanaDist165,Cotton,Zaid,Rainfed,Clay,2.71,1.097,20,54.98,44.1,716.59,700
Uttar Pradesh,UttarDist188,Wheat,Rabi,Canal,Clay,2.06,0.834,45,102.16,73.0,2500.86,3500
Karnataka,KarnatakaDist176,Paddy,Kharif,Borewell,Sandy,2.44,0.987,50,113.28,145.97,4528.43,4000
Tamil Nadu,TamilDist17,Cotton,Kharif,Rainfed,Clay,12.46,5.042,20,242.49,179.25,3667.1,700
West Bengal,WestDist24,Maize,Kharif,Rainfed,Loam,1.74,0.704,30,54.51,36.12,2245.85,3500
Goa,GoaDist51,Paddy,Kharif,Borewell,Loam,2.14,0.866,50,118.59,96.69,3115.1,4000
Haryana,HaryanaDist52,Paddy,Kharif,Borewell,Loam,4.22,1.708,50,228.12,205.66,7789.63,4000
Himachal Pradesh,HimachalDist130,Paddy,Kharif,Borewell,Clay,4.41,1.785,50,231.44,156.35,7013.12,4000
Punjab,PunjabDist195,Paddy,Kharif,Rainfed,Clay,4.71,1.906,50,206.71,199.69,8434.09,4000
Jharkhand,JharkhandDist73,Pulses,Zaid,Borewell,Sandy,3.04,1.23,10,28.96,25.76,811.01,700
Madhya Pradesh,MadhyaDist49,Maize,Zaid,Canal,Clay,0.73,0.295,30,21.78,19.82,926.87,3500
Andhra Pradesh,AndhraDist102,Paddy,Kharif,Rainfed,Sandy,6.73,2.724,50,323.45,309.39,12285.42,4000
Telangana,TelanganaDist32,Maize,Rabi,Canal,Sandy,0.73,0.295,30,24.41,14.15,1153.4,3500
Madhya Pradesh,MadhyaDist90,Maize,Kharif,Borewell,Clay,2.32,0.939,30,81.22,76.65,3534.06,3500
Mizoram,MizoramDist64,Maize,Zaid,Rainfed,Sandy,1.0,0.405,30,25.22,25.51,1384.13,3500
Haryana,HaryanaDist166,Paddy,Kharif,Borewell,Clay,1.73,0.7,50,95.02,89.93,2966.33,4000
Chhattisgarh,ChhattisgarhDist170,Maize,Zaid,Canal,Sandy,2.37,0.959,30,67.34,54.09,3435.77,3500
Uttarakhand,UttarakhandDist151,Rice,Kharif,Borewell,Loam,2.36,0.955,30,81.87,84.67,2777.22,3000
Assam,AssamDist137,Paddy,Kharif,Rainfed,Loam,2.55,1.032,50,138.11,97.46,3882.88,4000
Sikkim,SikkimDist23,Potato,Rabi,Canal,Sandy,6.63,2.683,40,265.15,310.19,71657.8,25000
Bihar,BiharDist192,Wheat,Rabi,Canal,Clay,2.62,1.06,45,134.05,91.36,3387.59,3500
Madhya Pradesh,MadhyaDist179,Maize,Rabi,Borewell,Loam,1.5,0.607,30,53.74,27.05,1850.43,3500
Maharashtra,MaharashtraDist51,Soybean,Zaid,Borewell,Clay,3.94,1.594,20,78.94,66.47,2030.48,1200
Meghalaya,MeghalayaDist16,Paddy,Kharif,Canal,Loam,4.72,1.91,50,262.83,266.52,6919.91,4000
Telangana,TelanganaDist161,Paddy,Kharif,Rainfed,Loam,0.68,0.275,50,32.96,40.34,1070.63,4000
Punjab,PunjabDist17,Wheat,Rabi,Rainfed,Loam,2.94,1.19,45,123.52,86.75,3695.35,3500
Karnataka,KarnatakaDist193,Ragi,Zaid,Borewell,Clay,3.19,1.291,15,52.98,31.85,1120.95,1000
Andhra Pradesh,AndhraDist155,Groundnut,Zaid,Rainfed,Loam,1.44,0.583,25,33.73,33.82,794.57,1600
Mizoram,MizoramDist88,Maize,Rabi,Canal,Clay,5.48,2.218,30,179.68,134.6,8185.36,3500
Karnataka,KarnatakaDist26,Maize,Rabi,Rainfed,Clay,1.62,0.656,30,48.12,59.97,2551.39,3500
Andhra Pradesh,AndhraDist180,Maize,Zaid,Canal,Loam,2.01,0.813,30,61.5,41.0,2873.13,3500
Tripura,TripuraDist170,Paddy,Kharif,Borewell,Sandy,1.59,0.643,50,83.84,92.65,2585.32,4000
Gujarat,GujaratDist189,Groundnut,Zaid,Rainfed,Clay,1.84,0.745,25,40.35,38.37,1029.04,1600
Karnataka,KarnatakaDist122,Sugarcane,Kharif,Rainfed,Clay,0.76,0.308,80,61.68,67.86,20549.73,70000
Sikkim,SikkimDist147,Paddy,Kharif,Rainfed,Clay,0.58,0.235,50,28.69,30.82,1043.05,4000
Uttar Pradesh,UttarDist141,Sugarcane,Zaid,Borewell,Clay,6.52,2.639,80,591.15,415.13,194288.12,70000
West Bengal,WestDist44,Maize,Kharif,Rainfed,Loam,0.93,0.376,30,28.29,26.55,1215.83,3500
Tripura,TripuraDist99,Paddy,Kharif,Borewell,Sandy,0.82,0.332,50,37.86,49.36,1258.28,4000
Tripura,TripuraDist35,Maize,Kharif,Rainfed,Sandy,0.33,0.134,30,9.07,11.72,414.56,3500
Nagaland,NagalandDist154,Maize,Kharif,Rainfed,Clay,1.09,0.441,30,34.0,39.42,1667.24,3500
Assam,AssamDist144,Tea,Rabi,Rainfed,Sandy,0.63,0.255,10,6.07,5.34,664.55,2500
West Bengal,WestDist152,Maize,Kharif,Borewell,Loam,6.78,2.744,30,219.36,136.77,9142.94,3500
Gujarat,GujaratDist148,Paddy,Kharif,Rainfed,Sandy,4.09,1.655,50,183.37,236.13,7522.54,4000
Telangana,TelanganaDist82,Paddy,Kharif,Borewell,Sandy,1.05,0.425,50,53.79,60.41,1944.36,4000
Tripura,TripuraDist102,Maize,Zaid,Rainfed,Loam,11.04,4.468,30,338.28,328.24,14333.61,3500
Andhra Pradesh,AndhraDist154,Groundnut,Rabi,Borewell,Clay,4.0,1.619,25,114.18,92.49,2555.64,1600
Jharkhand,JharkhandDist177,Paddy,Kharif,Rainfed,Sandy,1.41,0.571,50,58.97,56.97,2284.06,4000
Bihar,BiharDist97,Maize,Zaid,Canal,Sandy,0.25,0.101,30,8.12,6.91,375.79,3500
Arunachal Pradesh,ArunachalDist189,Millet,Kharif,Rainfed,Loam,11.39,4.609,15,185.7,206.28,3806.28,900
Arunachal Pradesh,ArunachalDist41,Paddy,Kharif,Rainfed,Sandy,0.6,0.243,50,27.03,37.2,1017.65,4000
Andhra Pradesh,AndhraDist19,Groundnut,Rabi,Borewell,Sandy,0.49,0.198,25,12.4,10.12,306.93,1600
Mizoram,MizoramDist83,Maize,Rabi,Rainfed,Loam,4.13,1.671,30,131.03,118.47,5143.07,3500
Tripura,TripuraDist114,Paddy,Kharif,Rainfed,Sandy,12.83,5.192,50,567.85,657.87,21249.23,4000
Tamil Nadu,TamilDist3,Sugarcane,Rabi,Rainfed,Loam,5.51,2.23,80,423.7,478.91,167106.59,70000
Kerala,KeralaDist44,Rubber,Zaid,Borewell,Loam,2.86,1.157,10,31.38,35.43,12197.1,10000
Arunachal Pradesh,ArunachalDist167,Paddy,Kharif,Borewell,Clay,2.93,1.186,50,147.05,92.9,5426.3,4000
Karnataka,KarnatakaDist78,Sugarcane,Kharif,Rainfed,Clay,3.61,1.461,80,265.85,195.58,99093.36,70000
Tamil Nadu,TamilDist23,Cotton,Kharif,Rainfed,Clay,3.34,1.352,20,68.23,83.12,994.62,700
Tripura,TripuraDist22,Maize,Zaid,Borewell,Sandy,2.28,0.923,30,71.68,57.37,2861.25,3500
Bihar,BiharDist123,Maize,Zaid,Rainfed,Sandy,1.98,0.801,30,51.73,58.3,3214.5,3500
Himachal Pradesh,HimachalDist112,Maize,Zaid,Borewell,Sandy,1.73,0.7,30,49.5,47.47,2556.67,3500
Jharkhand,JharkhandDist104,Pulses,Kharif,Borewell,Loam,1.0,0.405,10,11.72,11.6,286.47,700
Uttarakhand,UttarakhandDist150,Rice,Rabi,Canal,Sandy,1.46,0.591,30,47.04,41.37,1540.64,3000
Nagaland,NagalandDist154,Paddy,Kharif,Rainfed,Loam,0.47,0.19,50,26.09,27.81,687.92,4000
Tamil Nadu,TamilDist53,Paddy,Kharif,Borewell,Clay,1.68,0.68,50,95.27,57.12,2416.66,4000
Rajasthan,RajasthanDist140,Bajra,Kharif,Canal,Loam,0.83,0.336,12,10.29,6.78,284.03,900
Goa,GoaDist76,Cashew,Zaid,Borewell,Clay,0.75,0.304,5,3.66,4.56,272.29,800
Sikkim,SikkimDist91,Potato,Rabi,Borewell,Clay,2.1,0.85,40,93.41,78.94,24343.82,25000
Punjab,PunjabDist77,Wheat,Rabi,Rainfed,Sandy,5.55,2.246,45,244.32,188.34,7125.41,3500
West Bengal,WestDist187,Paddy,Kharif,Rainfed,Sandy,3.8,1.538,50,176.69,187.09,5740.44,4000
Punjab,PunjabDist117,Paddy,Kharif,Borewell,Clay,0.52,0.21,50,26.54,26.58,756.73,4000
Assam,AssamDist69,Tea,Zaid,Canal,Sandy,0.83,0.336,10,7.85,6.08,872.36,2500
Rajasthan,RajasthanDist42,Cotton,Zaid,Borewell,Clay,3.87,1.566,20,83.93,79.03,1100.05,700
Maharashtra,MaharashtraDist70,Maize,Rabi,Rainfed,Clay,0.83,0.336,30,23.56,30.54,1086.56,3500
Bihar,BiharDist86,Wheat,Rabi,Borewell,Sandy,1.52,0.615,45,68.32,55.68,1887.46,3500
Tripura,TripuraDist57,Maize,Kharif,Rainfed,Loam,2.83,1.145,30,82.55,56.35,4585.01,3500
Madhya Pradesh,MadhyaDist126,Wheat,Rabi,Rainfed,Loam,0.84,0.34,45,36.01,40.58,1120.73,3500
Bihar,BiharDist13,Wheat,Rabi,Borewell,Sandy,1.98,0.801,45,97.15,85.4,2894.89,3500
Goa,GoaDist104,Cashew,Rabi,Borewell,Sandy,0.63,0.255,5,3.32,3.5,207.12,800
Meghalaya,MeghalayaDist97,Paddy,Kharif,Borewell,Sandy,1.13,0.457,50,57.64,39.61,1624.15,4000
Odisha,OdishaDist156,Groundnut,Kharif,Rainfed,Sandy,2.35,0.951,25,59.11,62.27,1407.09,1600
Maharashtra,MaharashtraDist110,Soybean,Kharif,Canal,Clay,0.51,0.206,20,11.56,9.45,231.01,1200
Mizoram,MizoramDist24,Paddy,Kharif,Borewell,Loam,2.59,1.048,50,158.41,111.92,3957.02,4000
Rajasthan,RajasthanDist142,Bajra,Kharif,Rainfed,Loam,1.79,0.724,12,20.42,13.69,699.56,900
Meghalaya,MeghalayaDist128,Paddy,Kharif,Rainfed,Clay,2.83,1.145,50,141.87,170.66,4081.39,4000
Mizoram,MizoramDist109,Paddy,Kharif,Canal,Sandy,2.18,0.882,50,104.16,124.3,3007.25,4000
Tamil Nadu,TamilDist136,Cotton,Zaid,Borewell,Sandy,5.43,2.197,20,113.99,130.14,1768.56,700
Sikkim,SikkimDist58,Paddy,Kharif,Rainfed,Loam,2.01,0.813,50,105.75,117.91,3276.63,4000
Goa,GoaDist98,Paddy,Kharif,Borewell,Loam,1.29,0.522,50,72.73,78.63,2039.77,4000
Goa,GoaDist31,Cashew,Kharif,Borewell,Sandy,2.01,0.813,5,9.72,9.55,702.75,800
Jharkhand,JharkhandDist79,Maize,Rabi,Borewell,Loam,2.81,1.137,30,85.55,85.17,3853.07,3500
Rajasthan,RajasthanDist118,Cotton,Kharif,Rainfed,Sandy,1.89,0.765,20,37.17,24.09,456.04,700
Karnataka,KarnatakaDist3,Paddy,Kharif,Borewell,Loam,1.88,0.761,50,102.59,100.54,2953.83,4000
Bihar,BiharDist125,Maize,Rabi,Borewell,Sandy,1.04,0.421,30,31.83,21.84,1306.83,3500
Andhra Pradesh,AndhraDist110,Paddy,Kharif,Rainfed,Clay,1.07,0.433,50,49.06,45.85,1627.76,4000
Goa,GoaDist112,Cashew,Kharif,Rainfed,Sandy,0.59,0.239,5,2.9,2.08,182.63,800
Andhra Pradesh,AndhraDist85,Maize,Zaid,Borewell,Loam,7.39,2.991,30,238.8,152.28,10219.31,3500
Arunachal Pradesh,ArunachalDist126,Paddy,Kharif,Rainfed,Clay,0.67,0.271,50,35.39,41.5,960.53,4000
Nagaland,NagalandDist186,Maize,Zaid,Rainfed,Clay,1.05,0.425,30,32.03,34.88,1442.55,3500
Telangana,TelanganaDist4,Maize,Kharif,Borewell,Loam,1.03,0.417,30,36.74,21.07,1390.67,3500
Tripura,TripuraDist123,Paddy,Kharif,Borewell,Clay,3.73,1.509,50,196.99,184.28,5146.77,4000
Jharkhand,JharkhandDist64,Maize,Rabi,Borewell,Clay,1.44,0.583,30,43.98,30.2,2046.5,3500
Himachal Pradesh,HimachalDist27,Apple,Rabi,Rainfed,Loam,4.94,1.999,5,25.95,21.71,39669.85,20000
Tamil Nadu,TamilDist59,Cotton,Zaid,Rainfed,Loam,1.06,0.429,20,23.65,20.87,312.39,700
Bihar,BiharDist158,Paddy,Kharif,Canal,Clay,2.28,0.923,50,133.83,137.25,3609.14,4000
Gujarat,GujaratDist87,Groundnut,Kharif,Borewell,Sandy,0.93,0.376,25,22.76,23.52,553.66,1600
Maharashtra,MaharashtraDist90,Soybean,Kharif,Canal,Sandy,10.14,4.104,20,188.2,136.19,4722.69,1200
Tamil Nadu,TamilDist83,Sugarcane,Kharif,Borewell,Loam,0.7,0.283,80,59.05,33.62,20784.01,70000
Gujarat,GujaratDist94,Cotton,Rabi,Borewell,Sandy,2.33,0.943,20,43.7,33.56,748.82,700
Karnataka,KarnatakaDist85,Paddy,Kharif,Borewell,Sandy,3.03,1.226,50,139.44,145.24,5437.42,4000
Kerala,KeralaDist54,Rubber,Rabi,Rainfed,Sandy,2.54,1.028,10,23.51,21.37,10742.35,10000
Odisha,OdishaDist168,Groundnut,Kharif,Rainfed,Loam,1.57,0.635,25,40.95,38.9,876.6,1600
Uttarakhand,UttarakhandDist186,Rice,Kharif,Rainfed,Loam,1.64,0.664,30,45.89,47.0,1897.22,3000
Meghalaya,MeghalayaDist65,Paddy,Kharif,Canal,Loam,1.89,0.765,50,96.76,68.48,3105.77,4000
Tripura,TripuraDist135,Maize,Rabi,Canal,Sandy,1.62,0.656,30,45.74,42.94,2282.75,3500
Mizoram,MizoramDist145,Paddy,Kharif,Borewell,Clay,3.94,1.594,50,219.12,134.71,5508.13,4000
Arunachal Pradesh,ArunachalDist20,Paddy,Kharif,Rainfed,Clay,10.68,4.322,50,516.94,505.22,17358.15,4000
Goa,GoaDist41,Cashew,Zaid,Borewell,Clay,1.17,0.473,5,6.14,4.54,342.88,800
Odisha,OdishaDist182,Paddy,Kharif,Canal,Loam,0.61,0.247,50,36.85,33.97,974.23,4000
Telangana,TelanganaDist58,Cotton,Rabi,Borewell,Loam,1.7,0.688,20,36.71,26.33,426.55,700
Arunachal Pradesh,ArunachalDist70,Paddy,Kharif,Borewell,Sandy,14.35,5.807,50,679.65,842.59,26206.35,4000
West Bengal,WestDist167,Paddy,Kharif,Rainfed,Loam,0.96,0.388,50,53.53,35.35,1375.06,4000
Kerala,KeralaDist185,Rubber,Zaid,Rainfed,Clay,6.76,2.736,10,60.15,71.56,27761.19,10000
Chhattisgarh,ChhattisgarhDist188,Maize,Zaid,Borewell,Loam,6.97,2.821,30,240.95,126.87,9444.31,3500
Himachal Pradesh,HimachalDist150,Apple,Rabi,Rainfed,Sandy,1.17,0.473,5,5.55,6.81,10716.86,20000
Bihar,BiharDist155,Wheat,Rabi,Rainfed,Clay,2.87,1.161,45,136.08,99.09,4219.01,3500
Nagaland,NagalandDist193,Paddy,Kharif,Rainfed,Loam,6.7,2.711,50,329.1,245.4,11267.92,4000
Madhya Pradesh,MadhyaDist24,Wheat,Rabi,Canal,Sandy,1.35,0.546,45,64.55,51.01,2142.84,3500
Meghalaya,MeghalayaDist166,Paddy,Kharif,Canal,Loam,1.55,0.627,50,81.84,71.21,2681.79,4000
Jharkhand,JharkhandDist37,Paddy,Kharif,Borewell,Loam,1.14,0.461,50,68.09,59.67,1672.56,4000
Assam,AssamDist187,Tea,Kharif,Canal,Sandy,0.81,0.328,10,9.0,5.39,826.07,2500
Tripura,TripuraDist165,Paddy,Kharif,Rainfed,Clay,1.08,0.437,50,51.14,36.26,1493.12,4000
Arunachal Pradesh,ArunachalDist3,Paddy,Kharif,Borewell,Loam,0.68,0.275,50,36.49,41.14,1133.65,4000
Uttar Pradesh,UttarDist195,Wheat,Rabi,Canal,Clay,1.87,0.757,45,96.36,55.14,2362.0,3500
Odisha,OdishaDist161,Groundnut,Kharif,Borewell,Clay,0.98,0.397,25,24.46,15.59,671.11,1600
Nagaland,NagalandDist107,Paddy,Kharif,Borewell,Loam,2.2,0.89,50,114.07,87.22,3573.57,4000
Chhattisgarh,ChhattisgarhDist74,Paddy,Kharif,Rainfed,Loam,0.52,0.21,50,25.04,22.11,804.7,4000
Haryana,HaryanaDist29,Cotton,Rabi,Rainfed,Sandy,2.37,0.959,20,46.4,31.9,604.82,700
Haryana,HaryanaDist22,Wheat,Rabi,Rainfed,Clay,3.55,1.437,45,150.47,159.78,4452.52,3500
Arunachal Pradesh,ArunachalDist171,Paddy,Kharif,Borewell,Sandy,0.37,0.15,50,18.21,13.28,585.5,4000
Sikkim,SikkimDist170,Potato,Rabi,Rainfed,Clay,2.46,0.996,40,92.52,65.69,27996.0,25000
Kerala,KeralaDist38,Coconut,Zaid,Rainfed,Loam,4.87,1.971,10,53.06,60.18,17080.49,8000
Karnataka,KarnatakaDist187,Maize,Rabi,Canal,Clay,0.69,0.279,30,23.54,13.94,956.05,3500
Himachal Pradesh,HimachalDist109,Apple,Kharif,Borewell,Loam,6.95,2.813,5,36.64,29.55,53202.27,20000
Meghalaya,MeghalayaDist99,Millet,Zaid,Rainfed,Clay,2.55,1.032,15,34.44,46.42,1046.23,900
Maharashtra,MaharashtraDist184,Soybean,Zaid,Canal,Sandy,1.04,0.421,20,21.31,15.59,441.96,1200
Maharashtra,MaharashtraDist143,Maize,Zaid,Borewell,Clay,1.74,0.704,30,50.46,65.04,2107.54,3500
Meghalaya,MeghalayaDist200,Paddy,Kharif,Rainfed,Loam,2.85,1.153,50,156.68,118.92,5096.9,4000
Uttarakhand,UttarakhandDist58,Rice,Rabi,Canal,Sandy,1.94,0.785,30,64.69,69.46,2173.33,3000
Arunachal Pradesh,ArunachalDist109,Paddy,Kharif,Borewell,Sandy,2.8,1.133,50,148.14,118.35,3888.44,4000
Kerala,KeralaDist41,Paddy,Kharif,Rainfed,Sandy,0.87,0.352,50,40.68,39.58,1447.99,4000
Andhra Pradesh,AndhraDist107,Paddy,Kharif,Borewell,Loam,2.09,0.846,50,111.64,63.55,3719.2,4000
Chhattisgarh,ChhattisgarhDist106,Paddy,Kharif,Canal,Loam,0.59,0.239,50,34.79,31.09,897.61,4000
Telangana,TelanganaDist165,Maize,Rabi,Rainfed,Sandy,1.67,0.676,30,41.72,33.68,2053.16,3500
Arunachal Pradesh,ArunachalDist117,Paddy,Kharif,Canal,Loam,0.88,0.356,50,48.47,38.52,1616.05,4000
Nagaland,NagalandDist24,Maize,Zaid,Canal,Sandy,1.01,0.409,30,29.18,36.52,1332.64,3500
Mizoram,MizoramDist191,Maize,Kharif,Rainfed,Clay,4.9,1.983,30,145.77,109.12,6281.78,3500
Nagaland,NagalandDist98,Paddy,Kharif,Rainfed,Clay,4.36,1.764,50,210.31,223.29,6856.79,4000
Goa,GoaDist93,Paddy,Kharif,Rainfed,Sandy,2.97,1.202,50,134.67,115.15,4237.1,4000
Punjab,PunjabDist3,Paddy,Kharif,Borewell,Clay,0.76,0.308,50,38.01,25.43,1123.92,4000
Tripura,TripuraDist146,Maize,Kharif,Canal,Sandy,1.41,0.571,30,46.66,31.99,1748.51,3500
Odisha,OdishaDist3,Paddy,Kharif,Canal,Clay,4.81,1.947,50,234.63,193.48,8822.13,4000
Kerala,KeralaDist180,Coconut,Rabi,Canal,Clay,2.04,0.826,10,22.93,21.86,7543.34,8000
Sikkim,SikkimDist7,Paddy,Kharif,Borewell,Sandy,11.65,4.715,50,593.08,539.64,20414.54,4000
Odisha,OdishaDist161,Groundnut,Rabi,Canal,Loam,2.5,1.012,25,67.39,43.66,1600.83,1600
Assam,AssamDist129,Paddy,Kharif,Rainfed,Sandy,2.12,0.858,50,100.53,116.57,3082.78,4000
Mizoram,MizoramDist11,Maize,Rabi,Rainfed,Clay,1.42,0.575,30,39.59,42.82,2276.87,3500
Tamil Nadu,TamilDist128,Cotton,Rabi,Borewell,Sandy,2.03,0.822,20,42.17,49.64,586.6,700
Bihar,BiharDist23,Paddy,Kharif,Borewell,Clay,1.61,0.652,50,87.01,99.0,2826.23,4000
Meghalaya,MeghalayaDist94,Paddy,Kharif,Canal,Loam,3.21,1.299,50,195.85,113.15,4853.41,4000
Kerala,KeralaDist66,Paddy,Kharif,Borewell,Sandy,3.92,1.586,50,210.05,150.46,6294.58,4000
Tripura,TripuraDist74,Maize,Zaid,Rainfed,Loam,0.97,0.393,30,32.35,26.7,1317.64,3500
Madhya Pradesh,MadhyaDist81,Soybean,Zaid,Rainfed,Loam,0.63,0.255,20,12.67,11.76,317.38,1200
Kerala,KeralaDist11,Paddy,Kharif,Rainfed,Sandy,0.42,0.17,50,19.14,24.58,780.07,4000
Punjab,PunjabDist27,Wheat,Rabi,Rainfed,Loam,2.74,1.109,45,130.36,118.93,3478.75,3500
Jharkhand,JharkhandDist90,Maize,Kharif,Canal,Loam,0.75,0.304,30,23.93,26.28,1116.21,3500
Manipur,ManipurDist102,Maize,Zaid,Canal,Clay,0.33,0.134,30,9.79,7.1,412.49,3500
Tripura,TripuraDist180,Maize,Kharif,Canal,Loam,2.49,1.008,30,80.99,93.2,3512.34,3500
Telangana,TelanganaDist55,Maize,Kharif,Borewell,Loam,13.39,5.419,30,455.72,488.69,16948.71,3500
Karnataka,KarnatakaDist122,Ragi,Zaid,Rainfed,Loam,1.81,0.732,15,29.99,22.67,717.12,1000
Gujarat,GujaratDist37,Groundnut,Kharif,Rainfed,Sandy,3.56,1.441,25,80.69,67.98,2081.11,1600
Assam,AssamDist67,Tea,Rabi,Borewell,Sandy,1.95,0.789,10,19.65,17.02,1803.64,2500
Goa,GoaDist90,Paddy,Kharif,Borewell,Clay,1.68,0.68,50,87.18,91.52,2445.8,4000
Maharashtra,MaharashtraDist147,Soybean,Rabi,Canal,Loam,3.8,1.538,20,93.27,67.18,2073.79,1200
Madhya Pradesh,MadhyaDist38,Wheat,Rabi,Canal,Sandy,1.44,0.583,45,62.03,69.32,2087.65,3500
Karnataka,KarnatakaDist173,Paddy,Kharif,Borewell,Clay,2.26,0.915,50,131.32,104.48,3456.87,4000
Maharashtra,MaharashtraDist164,Sugarcane,Zaid,Rainfed,Clay,2.36,0.955,80,198.85,218.48,69547.59,70000
Odisha,OdishaDist43,Paddy,Kharif,Borewell,Sandy,1.07,0.433,50,59.55,46.71,1756.0,4000
Punjab,PunjabDist4,Paddy,Kharif,Borewell,Loam,4.03,1.631,50,246.7,248.17,6673.92,4000
Kerala,KeralaDist167,Coconut,Kharif,Borewell,Clay,1.58,0.639,10,16.93,18.39,5421.1,8000
Manipur,ManipurDist46,Maize,Rabi,Borewell,Sandy,1.0,0.405,30,30.08,36.99,1346.64,3500
Manipur,ManipurDist169,Maize,Rabi,Borewell,Sandy,2.8,1.133,30,79.81,74.2,3710.16,3500
Tamil Nadu,TamilDist23,Cotton,Rabi,Rainfed,Sandy,0.89,0.36,20,16.77,21.38,279.12,700
Uttar Pradesh,UttarDist193,Wheat,Rabi,Borewell,Loam,1.86,0.753,45,96.27,72.6,2631.67,3500
Punjab,PunjabDist108,Wheat,Rabi,Rainfed,Sandy,1.81,0.732,45,76.17,50.6,2402.1,3500
Gujarat,GujaratDist119,Groundnut,Rabi,Canal,Loam,4.34,1.756,25,114.73,98.22,2493.53,1600
Maharashtra,MaharashtraDist79,Soybean,Kharif,Rainfed,Loam,2.66,1.076,20,54.21,41.17,1353.25,1200
Uttarakhand,UttarakhandDist40,Wheat,Rabi,Rainfed,Loam,1.79,0.724,45,88.39,70.04,2166.87,3500
Uttar Pradesh,UttarDist147,Paddy,Kharif,Rainfed,Sandy,3.51,1.42,50,171.69,173.74,5400.7,4000
Maharashtra,MaharashtraDist148,Maize,Zaid,Rainfed,Loam,5.54,2.242,30,172.96,142.21,6791.26,3500
Maharashtra,MaharashtraDist112,Maize,Zaid,Borewell,Sandy,2.85,1.153,30,81.43,101.55,4057.67,3500
Haryana,HaryanaDist196,Wheat,Rabi,Rainfed,Loam,1.84,0.745,45,84.32,83.66,2828.45,3500
Rajasthan,RajasthanDist112,Wheat,Rabi,Rainfed,Loam,0.64,0.259,45,31.88,21.09,795.89,3500
Andhra Pradesh,AndhraDist98,Groundnut,Zaid,Borewell,Sandy,0.78,0.316,25,20.65,23.37,441.23,1600
Andhra Pradesh,AndhraDist168,Groundnut,Zaid,Borewell,Clay,1.43,0.579,25,39.3,39.52,838.85,1600
Haryana,HaryanaDist67,Paddy,Kharif,Borewell,Loam,1.12,0.453,50,65.77,62.98,1746.7,4000
Sikkim,SikkimDist27,Paddy,Kharif,Borewell,Loam,1.57,0.635,50,90.48,79.67,2601.93,4000
Bihar,BiharDist127,Maize,Zaid,Borewell,Loam,1.91,0.773,30,61.69,67.7,2374.83,3500
West Bengal,WestDist161,Maize,Kharif,Borewell,Clay,2.78,1.125,30,94.5,72.47,3921.67,3500
Assam,AssamDist42,Paddy,Kharif,Rainfed,Clay,1.72,0.696,50,89.7,87.02,2743.21,4000
Goa,GoaDist88,Cashew,Kharif,Rainfed,Sandy,2.69,1.089,5,12.54,13.37,748.47,800
Kerala,KeralaDist50,Coconut,Zaid,Canal,Loam,1.92,0.777,10,20.15,20.78,7011.47,8000
Punjab,PunjabDist30,Wheat,Rabi,Canal,Sandy,0.38,0.154,45,17.44,11.95,597.47,3500
Gujarat,GujaratDist124,Groundnut,Rabi,Borewell,Loam,0.86,0.348,25,25.26,26.03,518.02,1600
Gujarat,GujaratDist132,Groundnut,Rabi,Rainfed,Sandy,1.62,0.656,25,35.78,43.92,1047.63,1600
Madhya Pradesh,MadhyaDist101,Wheat,Rabi,Borewell,Loam,0.69,0.279,45,36.2,36.54,913.13,3500
Bihar,BiharDist125,Wheat,Rabi,Rainfed,Sandy,2.94,1.19,45,117.29,147.67,4731.09,3500
Maharashtra,MaharashtraDist110,Soybean,Rabi,Canal,Clay,6.2,2.509,20,141.03,124.61,3107.78,1200
Gujarat,GujaratDist131,Paddy,Kharif,Borewell,Sandy,4.83,1.955,50,261.1,215.45,8732.02,4000
Himachal Pradesh,HimachalDist30,Maize,Rabi,Borewell,Sandy,1.54,0.623,30,51.16,43.65,2114.71,3500
Goa,GoaDist38,Cashew,Rabi,Rainfed,Clay,6.0,2.428,5,27.62,22.2,1867.7,800
Tripura,TripuraDist83,Maize,Kharif,Borewell,Sandy,2.05,0.83,30,56.57,50.05,2873.46,3500
Haryana,HaryanaDist184,Cotton,Kharif,Borewell,Sandy,1.39,0.563,20,26.69,20.61,400.96,700
Punjab,PunjabDist82,Wheat,Rabi,Canal,Sandy,1.12,0.453,45,50.49,55.01,1499.65,3500
Gujarat,GujaratDist116,Groundnut,Kharif,Rainfed,Clay,1.43,0.579,25,31.56,27.83,820.16,1600
Goa,GoaDist148,Cashew,Zaid,Borewell,Sandy,1.34,0.542,5,6.18,4.1,470.7,800
Andhra Pradesh,AndhraDist87,Maize,Rabi,Borewell,Clay,2.09,0.846,30,61.06,59.36,2984.71,3500
Rajasthan,RajasthanDist103,Bajra,Kharif,Canal,Clay,2.07,0.838,12,27.77,19.34,811.31,900
